Experiment,Depth,Fragment,Species,Date_no,Date,AVG,R,G,B,AVG.s,R.s,G.s,B.s,AVG.c,R.c,G.c,B.c,Survival,Cause,Comments
Depth gradient,5,2,Porites cylindrica,2,25/03/2020,47.498,45.503,59.32,37.624,155.704,124.017,169.537,173.486,77.78856035,93.56189071,89.22300147,55.30198402,70,,
Depth gradient,5,2,Porites cylindrica,3,01/04/2020,54.583,44.249,71.116,48.346,167.032,128.456,190.178,182.958,83.3293321,87.83937691,95.35582454,67.38284196,50,,g
Depth gradient,5,2,Porites cylindrica,4,08/04/2020,72.441,66.829,88.017,62.539,167.727,142.13,181.755,179.389,110.1340571,119.9000563,123.4867541,88.89867829,30,,g
Depth gradient,5,2,Porites cylindrica,5,15/04/2020,54.657,33.103,72.987,57.983,122.271,81.628,142.951,142.429,113.9888853,103.4113907,130.1962561,103.8107759,30,,g
Depth gradient,5,2,Porites cylindrica,6,22/04/2020,92.827,71.113,112.114,95.305,167.35,128.025,185.756,188.478,141.4453839,141.6427651,153.9065764,128.9422373,20,,
Depth gradient,5,2,Porites cylindrica,7,29/04/2020,112.405,95.911,136.123,105.224,194.085,167.33,216.299,198.838,147.6841332,146.1621048,160.4786199,134.9446283,10,,
Depth gradient,5,2,Porites cylindrica,8,06/05/2020,108.986,87.551,127.295,112.191,167.384,130.775,181.487,190.264,166.0339698,170.7169184,178.8570256,150.3632059,10,,
Depth gradient,5,2,Porites cylindrica,9,13/05/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,5,2,Porites cylindrica,10,03/06/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,5,2,Porites cylindrica,11,17/06/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,5,2,Porites cylindrica,12,15/07/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,5,3,Porites cylindrica,1,18/03/2020,56.308,54.143,67.99,46.744,212.786,175.977,229.251,233.122,67.4787815,78.45607665,75.62649672,51.1308242,90,,
Depth gradient,5,3,Porites cylindrica,2,25/03/2020,45.08,44.148,53.826,37.218,137.257,104.929,151.57,155.174,83.75091981,107.2891193,90.55637659,61.1609548,90,,
Depth gradient,5,3,Porites cylindrica,3,01/04/2020,62.522,47.503,79.302,60.747,152.661,112.942,176.127,169.165,104.4347279,107.2520851,114.8149347,91.57027163,80,,grey
Depth gradient,5,3,Porites cylindrica,4,08/04/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,5,3,Porites cylindrica,5,15/04/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,5,3,Porites cylindrica,6,22/04/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,5,3,Porites cylindrica,7,29/04/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,5,3,Porites cylindrica,8,06/05/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,5,3,Porites cylindrica,9,13/05/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,5,3,Porites cylindrica,10,03/06/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,5,3,Porites cylindrica,11,17/06/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,5,3,Porites cylindrica,12,15/07/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,5,4,Porites cylindrica,1,18/03/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,5,4,Porites cylindrica,2,25/03/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,5,4,Porites cylindrica,3,01/04/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,5,4,Porites cylindrica,4,08/04/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,5,4,Porites cylindrica,5,15/04/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,5,4,Porites cylindrica,6,22/04/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,5,4,Porites cylindrica,7,29/04/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,5,4,Porites cylindrica,8,06/05/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,5,4,Porites cylindrica,9,13/05/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,5,4,Porites cylindrica,10,03/06/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,5,4,Porites cylindrica,11,17/06/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,5,4,Porites cylindrica,12,15/07/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,5,5,Porites cylindrica,1,18/03/2020,34.907,32.395,46.952,25.329,173.84,129.823,192.773,199.068,51.20389439,63.63067407,62.1080753,32.44567183,100,,
Depth gradient,5,5,Porites cylindrica,2,25/03/2020,56.139,54.764,68.068,45.523,144.537,112.946,158.088,162.506,99.04346292,123.6415632,109.7954304,71.43345476,100,,
Depth gradient,5,5,Porites cylindrica,3,01/04/2020,75.539,58.378,96.796,71.444,131.455,92.969,153.979,147.763,146.5326157,160.1220837,160.3009501,123.2935173,100,,
Depth gradient,5,5,Porites cylindrica,4,08/04/2020,80.483,71.568,97.076,72.833,133.48,107.71,147.402,145.391,153.7546074,169.4349643,167.9378842,127.74116,100,,
Depth gradient,5,5,Porites cylindrica,5,15/04/2020,49.406,34.878,63.937,49.3,130.542,88.095,152.605,151.059,96.50939927,100.9579431,106.8374889,83.22244951,90,,p
Depth gradient,5,5,Porites cylindrica,6,22/04/2020,57.39,41.174,72.098,58.965,139.929,101.496,157.448,160.759,104.5848252,103.4461457,116.7686474,93.53177738,90,,p
Depth gradient,5,5,Porites cylindrica,7,29/04/2020,80.937,68.935,105.771,68.239,134.179,104.339,159.211,138.672,153.8164318,168.4741564,169.4079241,125.4827579,90,,
Depth gradient,5,5,Porites cylindrica,8,06/05/2020,86.457,69.665,104.425,85.228,135.076,98.21,148.085,159.277,163.2157822,180.8835658,179.8181787,136.4487026,90,,p
Depth gradient,5,5,Porites cylindrica,9,13/05/2020,111.948,94.295,137.565,103.956,171.425,137.715,194.101,182.157,166.5261193,174.6013506,180.725885,145.5271002,90,,p
Depth gradient,5,5,Porites cylindrica,10,03/06/2020,79.581,56.056,100.509,82.189,142.792,91.133,162.108,174.717,142.1168903,156.8507566,158.103209,119.9550988,80,,p
Depth gradient,5,5,Porites cylindrica,11,17/06/2020,85.527,66.995,106.77,82.814,169.006,118.15,186.34,202.635,129.0450339,144.5935252,146.1111409,104.2148197,50,,
Depth gradient,5,5,Porites cylindrica,12,15/07/2020,33.123,17.644,40.351,41.302,147.456,80.41,163.819,198.22,57.28057861,55.95348837,62.81020517,53.1329331,10,,
Depth gradient,5,6,Porites cylindrica,1,18/03/2020,62.83,55.343,78.294,54.824,208.552,171.342,224.933,229.634,76.82328628,82.36430647,88.75963065,60.88000906,80,,
Depth gradient,5,6,Porites cylindrica,2,25/03/2020,67.043,61.579,80.605,58.922,140.137,108.573,154.124,157.555,121.9946552,144.6275317,133.3619358,95.36422202,80,,
Depth gradient,5,6,Porites cylindrica,3,01/04/2020,44.08,30.966,61.576,39.728,138.077,98.326,161.742,154.223,81.40675131,80.30765006,97.07979375,65.68825662,80,,
Depth gradient,5,6,Porites cylindrica,4,08/04/2020,85.461,75.61,102.057,78.753,115.879,89.93,129.468,128.163,188.0630226,214.3950851,201.011331,156.6912057,80,,
Depth gradient,5,6,Porites cylindrica,5,15/04/2020,56.36,35.59,76.243,57.398,112.495,73.875,133.131,130.616,127.7550113,122.848731,146.0363477,112.0574049,80,,
Depth gradient,5,6,Porites cylindrica,6,22/04/2020,101.717,79.09,122.842,103.265,120.408,81.709,137.917,141.708,215.4162099,246.826543,227.1272577,185.8227835,80,,
Depth gradient,5,6,Porites cylindrica,7,29/04/2020,101.083,84.806,127.863,90.674,115.91,86.288,140.509,120.67,222.3808558,250.6203644,232.0496552,191.612414,80,,
Depth gradient,5,6,Porites cylindrica,8,06/05/2020,76.815,58.418,95.074,77.056,118.844,81.318,131.815,143.702,164.8196375,183.1893308,183.9234533,136.7363015,60,,
Depth gradient,5,6,Porites cylindrica,9,13/05/2020,,,,,,,,,,,,,10,,
Depth gradient,5,6,Porites cylindrica,10,03/06/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,5,6,Porites cylindrica,11,17/06/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,5,6,Porites cylindrica,12,15/07/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,5,7,Porites cylindrica,1,18/03/2020,65.376,58.1,80.844,57.17,204.356,165.733,221.228,226.36,81.57763902,89.39378398,93.18540149,64.40338399,100,,
Depth gradient,5,7,Porites cylindrica,2,25/03/2020,56.49,52.154,70.023,47.276,148.55,116.151,162.806,166.722,96.97038034,114.4998321,109.6757183,72.30827365,100,,
Depth gradient,5,7,Porites cylindrica,3,01/04/2020,38.63,34.189,52.036,29.616,138.69,99.321,160.666,156.42,71.02638979,87.77796236,82.58859995,48.28078251,100,,
Depth gradient,5,7,Porites cylindrica,4,08/04/2020,95.544,81.738,112.407,92.455,133.276,105.752,148.068,146.125,182.8065068,197.0949958,193.5852784,161.3414885,100,,
Depth gradient,5,7,Porites cylindrica,5,15/04/2020,73.153,48.599,94.502,76.464,120.55,79.29,141.515,140.963,154.7408959,156.2964434,170.2859061,138.3222548,100,,
Depth gradient,5,7,Porites cylindrica,6,22/04/2020,102.485,78.191,123.124,106.282,126.137,87.222,143.268,148.122,207.1848466,228.5972002,219.1460759,182.9701867,100,,
Depth gradient,5,7,Porites cylindrica,7,29/04/2020,73.724,62.849,95.121,63.167,130.267,99.194,155.057,136.582,144.3160586,161.5671815,156.4318605,117.9334393,100,,
Depth gradient,5,7,Porites cylindrica,8,06/05/2020,101.463,79.885,119.355,105.287,121.973,85.826,135.563,144.792,212.1212481,237.3485307,224.512035,185.4258868,100,,
Depth gradient,5,7,Porites cylindrica,9,13/05/2020,136.845,114.901,162.023,133.682,170.86,137.411,192.969,181.765,204.2343146,213.2271434,214.1062295,187.5438616,100,,
Depth gradient,5,7,Porites cylindrica,10,03/06/2020,50.047,38.831,63.818,47.48,175.192,124.57,194.818,206.094,72.84570642,79.48868106,83.53227115,58.74697953,60,,
Depth gradient,5,7,Porites cylindrica,11,17/06/2020,67.181,50.521,83.841,67.185,173.454,121.528,192.056,206.53,98.76483102,106.0072987,111.3188601,82.95247664,60,,
Depth gradient,5,7,Porites cylindrica,12,15/07/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,5,8,Porites cylindrica,1,18/03/2020,66.321,58.952,78.934,61.088,224.149,192.613,238.951,240.251,75.44916551,78.04644546,84.23555457,64.83819006,90,,
Depth gradient,5,8,Porites cylindrica,2,25/03/2020,26.86,25.53,31.263,23.737,143.028,110.688,157.49,160.831,47.88782616,58.81531873,50.61949965,37.63537502,90,,
Depth gradient,5,8,Porites cylindrica,3,01/04/2020,44.228,33.257,55.097,44.411,134.276,93.293,155.477,154.163,83.99222497,90.90215772,90.36535951,73.45994175,90,,pi
Depth gradient,5,8,Porites cylindrica,4,08/04/2020,63.774,58.308,71.218,61.767,161.534,134.414,175.884,174.385,100.6745948,110.6174952,103.2532237,90.3207558,90,,pi
Depth gradient,5,8,Porites cylindrica,5,15/04/2020,65.299,44.287,82.016,69.663,119.447,80.361,140.425,137.74,139.4027895,140.5306679,148.9341641,128.9680921,90,,p
Depth gradient,5,8,Porites cylindrica,6,22/04/2020,76.46,60.929,85.027,83.423,148.299,108.58,165.785,170.765,131.4729027,143.0916836,130.7831529,124.5739174,90,,p
Depth gradient,5,8,Porites cylindrica,7,29/04/2020,71.634,62.074,84.488,68.385,146.589,115.964,171.546,152.164,124.6114647,136.4981374,125.5898709,114.6011869,90,,p
Depth gradient,5,8,Porites cylindrica,8,06/05/2020,100.473,82.329,111.619,107.476,133.172,96.42,146.793,156.682,192.3874013,217.7338208,193.8978357,174.9172209,90,,p
Depth gradient,5,8,Porites cylindrica,9,13/05/2020,144.843,128.699,161.129,144.821,175.641,142.864,197.949,185.695,210.2866927,229.7166886,207.5680857,198.8710251,80,,pi
Depth gradient,5,8,Porites cylindrica,10,03/06/2020,106.751,83.028,122.648,114.579,142.684,87.469,161.629,179.325,190.7817625,242.0530702,193.5001763,162.9312422,70,,pi
Depth gradient,5,8,Porites cylindrica,11,17/06/2020,54.19,41.529,67.033,53.989,143.643,91.985,162.275,176.459,96.19995405,115.1263249,105.3360961,78.01922826,30,,pg
Depth gradient,5,8,Porites cylindrica,12,15/07/2020,46.774,30.157,56.791,53.247,144.657,76.497,160.267,197.326,82.45276758,100.5272756,90.35986822,68.80991354,30,,
Depth gradient,6,1,Porites cylindrica,1,18/03/2020,45.066,33.201,59.466,42.554,199.242,153.134,220.48,224.044,57.67774867,55.28657907,68.77644231,48.43365589,100,,
Depth gradient,6,1,Porites cylindrica,2,25/03/2020,25.131,19.492,35.625,20.28,151.762,109.623,174.667,171.223,42.2266773,45.34139733,52.00968128,30.20271809,70,,
Depth gradient,6,1,Porites cylindrica,3,01/04/2020,59.922,41.59,82.421,55.774,138.762,94.397,166.821,155.076,110.1173953,112.3494391,125.9874656,91.71225722,100,,
Depth gradient,6,1,Porites cylindrica,4,08/04/2020,54.428,37.077,75.156,51.164,119.214,84.204,140.467,132.967,116.4220645,112.2824925,136.4361736,98.12073672,100,,g
Depth gradient,6,1,Porites cylindrica,5,15/04/2020,55.841,37.699,80,49.853,108.885,69.503,132.542,124.616,130.7751756,138.3141015,153.9134765,102.0135055,100,,g
Depth gradient,6,1,Porites cylindrica,6,22/04/2020,48.166,32.732,70.265,41.568,135.319,90.116,159.15,156.671,90.76574613,92.62128812,112.5829406,67.65668184,90,,g
Depth gradient,6,1,Porites cylindrica,7,29/04/2020,55.596,42.489,83.56,40.841,126.322,91.502,156.872,130.447,112.2289071,118.409379,135.8292111,79.83667696,90,,g
Depth gradient,6,1,Porites cylindrica,8,06/05/2020,51.196,31.454,71.169,50.991,135.51,90.279,155.475,160.715,96.33960593,88.84424949,116.7267728,80.90536042,80,,g
Depth gradient,6,1,Porites cylindrica,9,13/05/2020,46.708,30.78,70.442,38.925,128.431,88.217,156.569,140.807,92.73882474,88.972647,114.7271171,70.49276669,60,,g
Depth gradient,6,1,Porites cylindrica,10,03/06/2020,41.741,26.852,59.594,38.769,136.215,82.03,159.373,167.457,78.14084352,83.47263196,95.35159657,59.03661836,60,,g
Depth gradient,6,1,Porites cylindrica,11,17/06/2020,31.218,17.272,44.615,31.757,144.553,86.6,166.621,180.347,55.07038941,50.85866051,68.27965863,44.90252125,50,,g
Depth gradient,6,1,Porites cylindrica,12,15/07/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,6,2,Porites cylindrica,1,18/03/2020,52.587,39.542,66.772,51.443,213.342,167.347,234.2,238.358,62.85534494,60.253306,72.70222032,55.03471669,70,,
Depth gradient,6,2,Porites cylindrica,2,25/03/2020,19.655,14.895,29.1,14.911,137.488,97.215,159.955,155.515,36.45427237,39.07035951,46.39117252,24.44976369,100,,
Depth gradient,6,2,Porites cylindrica,3,01/04/2020,55.051,40.905,72.807,51.468,151.11,106.433,178.391,168.476,92.89924558,98.00320389,104.0735519,77.90035376,50,,
Depth gradient,6,2,Porites cylindrica,4,08/04/2020,77.283,60.188,95.819,75.799,139.88,105.596,160.736,153.146,140.8862239,145.3458464,152.0122748,126.2112298,40,,
Depth gradient,6,2,Porites cylindrica,5,15/04/2020,103.62,75.911,128.482,106.371,153.859,109.753,180.423,171.459,171.7358101,176.3715343,181.5894315,158.1987822,40,,
Depth gradient,6,2,Porites cylindrica,6,22/04/2020,93.528,65.778,117.368,97.449,152.634,106.858,176.486,174.437,156.2537836,156.9689682,169.5819498,142.4554137,40,,
Depth gradient,6,2,Porites cylindrica,7,29/04/2020,113.406,95.735,143.381,101.099,147.194,111.578,177.422,152.695,196.465413,218.7924591,206.0745285,168.8348996,40,,
Depth gradient,6,2,Porites cylindrica,8,06/05/2020,76.267,53.54,96.053,79.38,135.585,91.379,155.099,160.255,143.4383228,149.4074131,157.9218112,126.3105675,30,,
Depth gradient,6,2,Porites cylindrica,9,13/05/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,6,2,Porites cylindrica,10,03/06/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,6,2,Porites cylindrica,11,17/06/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,6,2,Porites cylindrica,12,15/07/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,6,3,Porites cylindrica,1,18/03/2020,43.215,34.45,57.328,37.886,213.415,168.631,233.942,237.632,51.63566291,52.09451406,62.48830907,40.65500438,90,,
Depth gradient,6,3,Porites cylindrica,2,25/03/2020,44.095,35.012,58.04,39.178,163.145,123.882,184.865,180.946,68.92166478,72.06906572,80.05950288,55.21199695,70,,
Depth gradient,6,3,Porites cylindrica,3,01/04/2020,49.636,38.507,67.74,42.625,172.544,132.306,197.516,187.526,73.35624536,74.21647544,87.45468722,57.96196261,70,,
Depth gradient,6,3,Porites cylindrica,4,08/04/2020,50.065,37.243,66.807,46.149,131.922,99.421,152.351,143.737,96.77366171,95.52272659,111.8193185,81.87171709,60,,g
Depth gradient,6,3,Porites cylindrica,5,15/04/2020,77.513,55.925,102.543,74.061,153.865,111.194,179.255,171.113,128.4620609,128.2521989,145.8730021,110.3689083,60,,g
Depth gradient,6,3,Porites cylindrica,6,22/04/2020,78.421,56.656,102.119,76.521,146.062,101.894,168.919,167.288,136.910045,141.7873476,154.1587684,116.6422876,60,,g
Depth gradient,6,3,Porites cylindrica,7,29/04/2020,80.723,65.903,111.557,64.764,148.575,113.364,178.387,153.944,138.5452802,148.2416376,159.4680946,107.2781011,60,,g
Depth gradient,6,3,Porites cylindrica,8,06/05/2020,53.327,34.095,73.042,52.843,129.122,85.225,148.247,153.936,105.3142377,102.0149604,125.6397094,87.53615139,60,,g
Depth gradient,6,3,Porites cylindrica,9,13/05/2020,63.869,47.465,92.05,52.15,172.653,131.741,199.477,186.75,94.33137565,91.87401796,117.6714609,71.20883534,60,,g
Depth gradient,6,3,Porites cylindrica,10,03/06/2020,41.72,25.561,60.768,38.856,134.13,79.027,157.042,166.496,79.31558935,82.47883635,98.67322118,59.51061887,60,,g
Depth gradient,6,3,Porites cylindrica,11,17/06/2020,38.128,22.954,53.548,37.872,169.052,111.576,191.799,203.786,57.51271798,52.45993762,71.19296764,47.38971274,50,,
Depth gradient,6,3,Porites cylindrica,12,15/07/2020,30.539,13.542,40.448,37.559,154.345,84.117,174.528,204.821,50.45479283,41.05246264,59.09790979,46.76056166,50,,
Depth gradient,6,4,Porites cylindrica,1,18/03/2020,43.095,36.503,56.392,36.386,211.299,166.648,231.089,235.998,52.00793662,55.85584585,62.22693421,39.31571454,100,,
Depth gradient,6,4,Porites cylindrica,2,25/03/2020,31.358,25.873,42.199,25.983,164.429,125.524,186.627,181.361,48.63065518,52.56058602,57.65910077,36.53301978,100,,
Depth gradient,6,4,Porites cylindrica,3,01/04/2020,74.789,56.26,95.679,72.444,167.422,126.101,193.136,182.851,113.9109257,113.7683286,126.3262416,101.0288158,90,,
Depth gradient,6,4,Porites cylindrica,4,08/04/2020,49.407,37.177,64.07,47.075,118.052,85.487,138.278,130.223,106.7223342,110.8956333,118.1522006,92.1812967,90,,g
Depth gradient,6,4,Porites cylindrica,5,15/04/2020,68.068,45.644,87.643,70.9,120.377,80.413,144.013,136.821,144.1914984,144.7430142,155.1871359,132.1398031,80,,overgrowth (50)
Depth gradient,6,4,Porites cylindrica,6,22/04/2020,86.735,60.923,107.559,91.782,112.21,70.282,133.361,132.946,197.1074325,221.043297,205.6639122,176.0444842,80,,
Depth gradient,6,4,Porites cylindrica,7,29/04/2020,104.321,85.818,131.008,96.133,133.84,99.556,162.862,138.792,198.7586297,219.8118647,205.1248296,176.6234005,80,,g
Depth gradient,6,4,Porites cylindrica,8,06/05/2020,81.878,56.772,100.282,88.518,132.597,88.494,152.026,157.278,157.4612548,163.5914299,168.2074777,143.517148,80,,pg
Depth gradient,6,4,Porites cylindrica,9,13/05/2020,107.051,82.052,131.991,107.226,172.625,132.498,199.004,186.449,158.134714,157.9137798,169.1307964,146.6493787,50,,p
Depth gradient,6,4,Porites cylindrica,10,03/06/2020,74.177,54.095,94.006,74.449,151.135,93.837,174.872,184.948,125.1539021,147.0019822,137.080436,102.6477442,50,,
Depth gradient,6,4,Porites cylindrica,11,17/06/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,6,4,Porites cylindrica,12,15/07/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,6,5,Porites cylindrica,1,18/03/2020,67.827,56.219,86.179,61.095,227.59,186.625,246.114,250.044,75.99580386,76.81631614,89.29051171,62.30593416,90,,
Depth gradient,6,5,Porites cylindrica,2,25/03/2020,51.321,41.5,69.149,43.329,167.064,128.027,188.565,184.746,78.33438084,82.65834551,93.51149471,59.8058686,90,,
Depth gradient,6,5,Porites cylindrica,3,01/04/2020,78.97,56.836,105.459,74.619,146.745,103.983,172.855,163.37,137.226822,139.3802833,155.5757427,116.4708637,90,,
Depth gradient,6,5,Porites cylindrica,4,08/04/2020,61.891,47.198,82.208,56.275,136.11,102.242,156.946,148.911,115.9518404,117.7157137,133.5684885,96.36712533,80,,g
Depth gradient,6,5,Porites cylindrica,5,15/04/2020,85.23,61.202,111.887,82.599,133.032,90.905,157.972,150.3,163.3715948,171.6793356,180.6091269,140.138024,80,,g
Depth gradient,6,5,Porites cylindrica,6,22/04/2020,76.708,51.205,101.898,77.078,123.659,79.303,146.691,144.952,158.1812889,164.6504546,177.13418,135.5958524,80,,g
Depth gradient,6,5,Porites cylindrica,7,29/04/2020,85.368,66.811,115.759,73.513,131.326,96.67,160.379,136.663,165.7618446,176.2367332,184.0549261,137.1681801,80,,g
Depth gradient,6,5,Porites cylindrica,8,06/05/2020,82.812,59.619,106.093,82.752,148.811,104.699,167.96,173.851,141.9052355,145.2052551,161.0723684,121.3784218,70,,g
Depth gradient,6,5,Porites cylindrica,9,13/05/2020,88.714,67.854,119.363,78.943,167.851,126.59,194.001,182.845,134.7747109,136.6835453,156.8938562,110.0957915,60,,
Depth gradient,6,5,Porites cylindrica,10,03/06/2020,71.086,49.278,95.579,68.406,151.985,95.201,176.655,184.375,119.2678883,131.9932564,137.967479,94.60897627,10,,
Depth gradient,6,5,Porites cylindrica,11,17/06/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,6,5,Porites cylindrica,12,15/07/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,6,6,Porites cylindrica,1,18/03/2020,,,,,,,,,,,,,90,,overgrowth (0)
Depth gradient,6,6,Porites cylindrica,2,25/03/2020,24.71,19.669,35.083,19.349,160.832,121.946,182.625,178.119,39.17783774,41.12963935,48.98652977,27.70055412,90,,overgrowth (50)
Depth gradient,6,6,Porites cylindrica,3,01/04/2020,62.94,41.76,84.725,62.359,143.646,94.361,171.119,165.464,111.7309218,112.8517078,126.2564356,96.10274743,90,,grey
Depth gradient,6,6,Porites cylindrica,4,08/04/2020,53.004,37.932,69.732,51.39,124.54,91.158,145.563,136.729,108.5275414,106.1087343,122.1578286,95.84250598,80,,greyg
Depth gradient,6,6,Porites cylindrica,5,15/04/2020,117.873,89.994,144.278,119.309,179.279,138.471,203.722,195.305,167.6583147,165.7276253,180.593603,155.7758122,70,,grey
Depth gradient,6,6,Porites cylindrica,6,22/04/2020,108.154,78.23,133.685,112.468,129.139,84.354,151.551,151.205,213.5626728,236.4873035,224.9386345,189.6719024,70,,grey
Depth gradient,6,6,Porites cylindrica,7,29/04/2020,69.414,52.744,93.657,61.882,138.606,104.672,166.981,143.67,127.7042119,128.4939621,143.025464,109.8344122,70,,grey
Depth gradient,6,6,Porites cylindrica,8,06/05/2020,63.38,38.911,82.284,68.983,127.475,83.644,146.758,152.026,126.7848598,118.6254244,142.9729214,115.708267,50,,grey
Depth gradient,6,6,Porites cylindrica,9,13/05/2020,79.818,53.229,107.187,79.164,126.062,85.156,153.821,139.438,161.4569815,159.3944643,177.6915051,144.7727305,50,,grey
Depth gradient,6,6,Porites cylindrica,10,03/06/2020,53.981,30.58,73.083,58.37,153.657,98.725,177.382,185.112,89.5836506,78.98607242,105.0623231,80.40726695,30,,grey
Depth gradient,6,6,Porites cylindrica,11,17/06/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,6,6,Porites cylindrica,12,15/07/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,6,7,Porites cylindrica,1,18/03/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,6,7,Porites cylindrica,2,25/03/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,6,7,Porites cylindrica,3,01/04/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,6,7,Porites cylindrica,4,08/04/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,6,7,Porites cylindrica,5,15/04/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,6,7,Porites cylindrica,6,22/04/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,6,7,Porites cylindrica,7,29/04/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,6,7,Porites cylindrica,8,06/05/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,6,7,Porites cylindrica,9,13/05/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,6,7,Porites cylindrica,10,03/06/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,6,7,Porites cylindrica,11,17/06/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,6,7,Porites cylindrica,12,15/07/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,6,8,Porites cylindrica,1,18/03/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,6,8,Porites cylindrica,2,25/03/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,6,8,Porites cylindrica,3,01/04/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,6,8,Porites cylindrica,4,08/04/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,6,8,Porites cylindrica,5,15/04/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,6,8,Porites cylindrica,6,22/04/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,6,8,Porites cylindrica,7,29/04/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,6,8,Porites cylindrica,8,06/05/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,6,8,Porites cylindrica,9,13/05/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,6,8,Porites cylindrica,10,03/06/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,6,8,Porites cylindrica,11,17/06/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,6,8,Porites cylindrica,12,15/07/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,7,1,Porites cylindrica,1,18/03/2020,32.735,25.107,46.558,26.499,176.927,128.103,202.954,199.695,47.18005166,49.97763518,58.49744277,33.83782769,90,,
Depth gradient,7,1,Porites cylindrica,2,25/03/2020,31.639,25.785,42.975,26.185,123.199,81.392,147.629,140.694,65.48709811,80.78404511,74.23084218,47.45884686,90,,
Depth gradient,7,1,Porites cylindrica,3,01/04/2020,58.083,38.745,80.062,55.458,133.19,86.145,164.221,149.313,111.203281,114.6900575,124.3191187,94.71238271,90,,
Depth gradient,7,1,Porites cylindrica,4,08/04/2020,58.778,45.534,78.559,52.283,130.45,94.257,153.809,142.909,114.8975853,123.1862886,130.2429962,93.29129026,90,,
Depth gradient,7,1,Porites cylindrica,5,15/04/2020,36.489,22.244,56.258,31.031,122.581,77.962,151.813,138.323,75.90650264,72.75621457,94.49645287,57.20599611,90,,
Depth gradient,7,1,Porites cylindrica,6,22/04/2020,,,,,,,,,,,,,80,,overgrown (0)
Depth gradient,7,1,Porites cylindrica,7,29/04/2020,87.659,72.681,118.519,71.862,120.311,84.451,154.125,122.205,185.7938592,219.4604564,196.0898297,149.9513932,80,,
